ลำดับ,รหัสโรงเรียน,ชื่อโรงเรียน,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,โทรศัพท์,พิกัดละติจูด,พิกัดลองจิจูด,การรับอุดหนุน,สถานะโรงเรียน
458,1370100011,โรงเรียนราชบุรีบริหารธุรกิจ,150,,,ไกรเพชร,หน้าเมือง,เมืองราชบุรี,ราชบุรี,32321447,13.5391576,99.8153496,รับอุดหนุน,เปิดกิจการ
459,1370100012,วิทยาลัยอาชีวศึกษาดรุณาราชบุรี,80/28,,,คฑาธร,หน้าเมือง,เมืองราชบุรี,ราชบุรี,032-338-793,13.5327961,99.8145444,รับอุดหนุน,เปิดกิจการ
460,1370100014,วิทยาลัยเทคโนโลยีดรุณาโปลีเทคนิค,197,3,,เพชรเกษม,โคกหม้อ,เมืองราชบุรี,ราชบุรี,032-334667,13.5626382,99.8283997,รับอุดหนุน,เปิดกิจการ
461,1370100034,วิทยาลัยเทคโนโลยีบ้านโป่งบริหารธุรกิจ,1,,,ราษฎร์ร่วมใจ,บ้านโป่ง,บ้านโป่ง,ราชบุรี,032-211-955,13.804086,99.8725951,รับอุดหนุน,เปิดกิจการ
462,1370100035,วิทยาลัยเทคโนโลยีดอนบอสโก บ้านโป่ง,108,3,,เพชรเกษม,หนองอ้อ,บ้านโป่ง,ราชบุรี,032-211-933,13.80094972,99.90832707,รับอุดหนุน,เปิดกิจการ
463,1371100010,วิทยาลัยเทคโนโลยีกาญจนบุรี,99/1,11,,,ปากแพรก,เมืองกาญจนบุรี,กาญจนบุรี,034-516-916,,,ไม่รับอุดหนุน,เลิกกิจการ
464,1371100022,วิทยาลัยอาชีวศึกษาบริหารธุรกิจกาญจนบุรี,70,2,,,ท่ามะกา,ท่ามะกา,กาญจนบุรี,0-3464-0388,,,ไม่รับอุดหนุน,เลิกกิจการ
465,1371100023,บริหารธุรกิจขั้นสูงกาญจนบุรี,,,,,ท่ามะกา,ท่ามะกา,กาญจนบุรี,,,,ไม่รับอุดหนุน,เลิกกิจการ
466,1371100027,วิทยาลัยเทคโนโลยีบริหารธุรกิจกาญจนบุรี,293/2,,, แสงชูโต(สายเก่า),วังขนาย,ท่าม่วง,กาญจนบุรี,"034611658 ,034613408",13.9517617,99.6537029,รับอุดหนุน,เปิดกิจการ
467,1371100028,วิทยาลัยเทคโนโลยีสารสาสน์บริหารธุรกิจกาญจนบุรี,70,2,,,ท่ามะกา,ท่ามะกา,กาญจนบุรี,0-3454-0428,13.9254313,99.7591682,รับอุดหนุน,เปิดกิจการ
468,1372100007,วิทยาลัยเทคโนโลยีสหวิทย์บริหารธุรกิจ,209,,,ประชาธิปไตย,ท่าพี่เลี้ยง,เมืองสุพรรณบุรี,สุพรรณบุรี,035-522-152,14.4791671,100.1198383,รับอุดหนุน,เปิดกิจการ
469,1372100008,วิทยาลัยเทคโนโลยีอู่ทอง,ุ69,2,,,บ้านโข้ง,อู่ทอง,สุพรรณบุรี,35969957,14.5964651,99.8674525,รับอุดหนุน,เปิดกิจการ
470,1373100013,วิทยาลัยเทคโนโลยีบริหารธุรกิจนครปฐม,มิ.ย.-35,3,,,งิ้วราย,นครชัยศรี,นครปฐม,634155429,13.8179483,100.0906601,รับอุดหนุน,เปิดกิจการ
471,1373100017,โรงเรียนช่างสำรวจนครปฐมและเทคโนโลยี,1-ม.ค.,3,,,ห้วยจรเข้,เมืองนครปฐม,นครปฐม,034-250-123,13.8051897,100.0689421,รับอุดหนุน,เปิดกิจการ
472,1373100018,วิทยาลัยเทคโนโลยีนครปฐม,80,,ไร่เกาะต้นสำโรง, เพชรเกษม,พระประโทน,เมืองนครปฐม,นครปฐม,034-242850,13.8180344,100.0898962,รับอุดหนุน,เปิดกิจการ
473,1373100019,วิทยาลัยเทคโนโลยีพัฒนบริหารธุรกิจ,235,2,,เพชรเกษม,สระกะเทียม,เมืองนครปฐม,นครปฐม,0-3420-0385,13.79761509,99.96386468,รับอุดหนุน,เปิดกิจการ
474,1373100036,วิทยาลัยเทคโนโลยีนาคประสิทธิ์บริหารธุรกิจ,97/1,3,,,คลองใหม่,สามพราน,นครปฐม,034-311-263,13.7233818,100.2050543,รับอุดหนุน,เปิดกิจการ
475,1376100014,วิทยาลัยอาชีวศึกษาพณิชยการเพชรบุรี,199/2,2,,,ธงชัย,เมืองเพชรบุรี,เพชรบุรี,032-425-393,13.127022,99.9422643,รับอุดหนุน,เปิดกิจการ
476,1377100010,อนุบาลดรุณวัฒนา,1-ก.ย.,4,, เพชรเกษม-ปากคลอง,ปากแพรก,บางสะพานน้อย,ประจวบคีรีขันธ์,032-699-543,,,รับอุดหนุน,เลิกกิจการ
477,1377100026,วิทยาลัยเทคโนโลยีพณิชยการหัวหิน,30-ม.ค.,,,เพชรเกษม,หัวหิน,หัวหิน,ประจวบคีรีขันธ์,032-522102 - 103,12.6093812,99.9497016,รับอุดหนุน,เปิดกิจการ
478,1377100037,วิทยาลัยเทคโนโลยีประจวบคีรีขันธ์,14,9,,เพชรเกษม,คลองวาฬ,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,032-810-151,11.748786,99.759819,รับอุดหนุน,เปิดกิจการ
479,1380010240,โคกครามพิชากร,,,,,,,,,,,ไม่รับอุดหนุน,เลิกกิจการ
480,1380100040,วิทยาลัยเทคโนโลยีธุรกิจบัณฑิต,18,3,,กะโรม,โพธิ์เสด็จ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,075-315-148,8.4211888,99.9646615,รับอุดหนุน,เปิดกิจการ
481,1380100041,วิทยาลัยเทคโนโลยีจรัสพิชากร,256/16,,,ศรีธรรมโศก,ในเมือง,เมืองนครศรีธรรมราช,นครศรีธรรมราช,075-322-666,,,รับอุดหนุน,เปิดกิจการ
482,1380100042,วิทยาลัยเทคโนโลยีรัชต์ภาคย์,91,7,,เทวบุรี,โพธิ์เสด็จ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,899828044,8.4267381,99.9518209,รับอุดหนุน,เปิดกิจการ
483,1380100043,โรงเรียนนครอาชีวศึกษา (ไม่มีสภาพ),13-ธ.ค.,2,,กระโรม,โพธิ์เสด็จ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,075-341-730,,,ไม่รับอุดหนุน,ยื่นขอเลิกกิจการ/ไม่จัดการเรียนการสอน
484,1380100044,วิทยาลัยอาชีวศึกษานครพณิชยการ,213/8,7,สายลม,กะโรม,โพธิ์เสด็จ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,75342111,,,ไม่รับอุดหนุน,ยื่นขอเลิกกิจการ/ไม่จัดการเรียนการสอน
485,1380100046,โรงเรียนโสภณเทคโนโลยี(ไม่มีสภาพ),64,,,ศรีธรรมโศก,ในเมือง,เมืองนครศรีธรรมราช,นครศรีธรรมราช,75342885,,,ไม่รับอุดหนุน,ไม่มีสภาพ
486,1380100048,วิทยาลัยเทคโนโลยีสถาปัตย์นคร,8,,,ราชดำเนิน,ในเมือง,เมืองนครศรีธรรมราช,นครศรีธรรมราช,75346106,8.4495654,99.9594201,รับอุดหนุน,เปิดกิจการ
487,1380100067,วิทยาลัยเทคโนโลยีเจริญมิตรพณิชยการ,131/1,8,,,ฉวาง,ฉวาง,นครศรีธรรมราช,75480857,8.465783,99.4910915,รับอุดหนุน,เปิดกิจการ
488,1380100093,โรงเรียนพณิชยการทุ่งสง,123,7,,ทุ่งสง-นาบอน,ชะมาย,ทุ่งสง,นครศรีธรรมราช,075-332-266,8.1745749,99.6748245,รับอุดหนุน,เปิดกิจการ
489,1380100094,วิทยาลัยเทคโนโลยีภาคใต้ (เอส.เทค.),124/1,7,,ทุ่งสง-ห้วยยอด,ที่วัง,ทุ่งสง,นครศรีธรรมราช,075-770-136-7,8.1284568,99.6732663,รับอุดหนุน,เปิดกิจการ
490,1380100121,วิทยาลัยอาชีวศึกษาปากพนัง,31,,,ชายทะเล,ปากพนังฝั่งตะวันออก,ปากพนัง,นครศรีธรรมราช,075-517383,8.356526718,100.2032834,รับอุดหนุน,เปิดกิจการ
491,1380100122,วิทยาลัยเทคโนโลยีทักษิณอาชีวศึกษา,146,,,สุนอนันต์,ปากพนังฝั่งตะวันตก,ปากพนัง,นครศรีธรรมราช,075-370-027,8.3450008,100.1909257,รับอุดหนุน,เปิดกิจการ
492,1380100130,วิทยาลัยอาชีวศึกษาวีรศิลปิน,384,12,,เพชรเกษม,ร่อนพิบูลย์,ร่อนพิบูลย์,นครศรีธรรมราช,075-442-008,8.1734302,99.8532554,ไม่รับอุดหนุน,เปิดกิจการ
493,1380100131,วิทยาลัยอาชีวศึกษาพณิชยการศักดิ์ศิลปิน,382,12,,เพชรเกษม,ร่อนพิบูลย์,ร่อนพิบูลย์,นครศรีธรรมราช,075-442-008,8.263901,99.845196,รับอุดหนุน,เปิดกิจการ
494,1380100139,วิทยาลัยเทคโนโลยีพณิชยการสิชล,23-ก.พ.,1,,สุราษฎร์-นครศรีฯ,เสาเภา,สิชล,นครศรีธรรมราช,075-367-020,8.8848848,99.9015024,รับอุดหนุน,เปิดกิจการ
495,1380100163,วิทยาลัยเทคโนโลยีนวัตกรรม,91/2,1,,,ไชยมนตรี,เมืองนครศรีธรรมราช,นครศรีธรรมราช,075-317-503,,,ไม่รับอุดหนุน,เลิกกิจการ
496,1380100214,วิทยาลัยเทคโนโลยีประทีปศาสน์โปลีเทค,166/1,6,,,กำแพงเซา,เมืองนครศรีธรรมราช,นครศรีธรรมราช,21143354,8.3982481,99.871702,รับอุดหนุน,เปิดกิจการ
497,1381100006,วิทยาลัยเทคโนโลยีนครกระบี่,150,11,,เพชรเกษม,กระบี่น้อย,เมืองกระบี่,กระบี่,75663413,,,ไม่รับอุดหนุน,เลิกกิจการ
498,1381100025,วิทยาลัยเทคโนโลยีและบริหารธุรกิจกระบี่,500,6,,ริมคลองชลประทาน,เหนือคลอง,เหนือคลอง,กระบี่,075-691-888,,,ไม่รับอุดหนุน,เลิกกิจการ
499,1383100014,วิทยาลัยอาชีวศึกษาบริหารธุรกิจภาคใต้,266,,เดชาณรงค์,เยาวราช,ตลาดใหญ่,เมืองภูเก็ต,ภูเก็ต,076-212-496,7.9039832,98.3794677,ไม่รับอุดหนุน,เปิดกิจการ
500,1383100015,วิทยาลัยเทคโนโลยีภูเก็ต,224/9,,,เทพกระษัตรี,ตลาดใหญ่,เมืองภูเก็ต,ภูเก็ต,076-215-419,7.897848,98.3902434,รับอุดหนุน,เปิดกิจการ
501,1384010240,วิทยาลัยอาชีวศึกษาภาวนาโพธิคุณ,111,1,,,หน้าเมือง,เกาะสมุย,สุราษฎร์ธานี,088-757-2770,9.451408162,99.98186208,รับอุดหนุน,เปิดกิจการ
502,1384100020,วิทยาลัยเทคโนโลยีสุราษฎร์ธานี,1,1,,กาญจนวิถี,บางกุ้ง,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,077-212-4045,,,ไม่รับอุดหนุน,เลิกกิจการ
503,1384100021,วิทยาลัยเทคโนโลยีสุราษฎร์พาณิชยการ,ส.ค.-23,2,ศรีวิชัย 59,ศรีวิชัย,มะขามเตี้ย,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,077-221-673-4,9.1262301,99.3153367,รับอุดหนุน,เปิดกิจการ
504,1384100022,วิทยาลัยเทคโนโลยีดอนบอสโกสุราษฎร์,6-ส.ค.,6,,ชนเกษม41,มะขามเตี้ย,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,077-219-122,9.105485057,99.33833876,รับอุดหนุน,เปิดกิจการ
505,1384100028,วิทยาลัยเทคโนโลยีสมุยบริหารธุรกิจ,108,2,,ทวีราษฎร์ภักดี,หน้าเมือง,เกาะสมุย,สุราษฎร์ธานี,077-418-333,,,ไม่รับอุดหนุน,เลิกกิจการ
506,1384100060,วิทยาลัยเทคโนโลยีศรีวิชัยสุวรรณภูมิ,13,,,ธราธิบดี,ท่าข้าม,พุนพิน,สุราษฎร์ธานี,77311411,9.1052745,99.2533034,รับอุดหนุน,เปิดกิจการ
507,1385100006,เทคโนโลยี่ดารากร,74/6,1,,เพชรเกษม,หงาว,เมืองระนอง,ระนอง,77848397,,,ไม่รับอุดหนุน,เลิกกิจการ
508,1386100016,วิทยาลัยเทคโนโลยีชุมพรบริหารธุรกิจ,80,11,,เอเชีย 41,วังตะกอ,หลังสวน,ชุมพร,077-630802,9.9907774,99.0660117,รับอุดหนุน,เปิดกิจการ
509,1386100021,วิทยาลัยอาชีวศึกษารักธรรม,29-ม.ค.,4,,,นาโพธิ์,สวี,ชุมพร,077-531438,10.2207497,99.0974419,รับอุดหนุน,เปิดกิจการ
510,1390100011,วิทยาลัยเทคโนโลยีวชิราโปลีสงขลา,2,,,ทะเลหลวง,บ่อยาง,เมืองสงขลา,สงขลา,074-313-748,7.1948382,100.6021842,รับอุดหนุน,เปิดกิจการ
511,1390100012,วิทยาลัยอาชีวศึกษาบริหารธุรกิจวิทยาสงขลา,,,,รามวิถี,บ่อยาง,เมืองสงขลา,สงขลา,074-437-631,7.1910121,100.5960935,รับอุดหนุน,เปิดกิจการ
512,1390100014,โรงเรียนเทคโนโลยีพณิชยการสงขลา,405/6-7,,,กาญจนวนิช,บ่อยาง,เมืองสงขลา,สงขลา,074-311-989,,,ไม่รับอุดหนุน,ไม่มีสภาพ
513,1390100015,วิทยาลัยเทคโนโลยีสงขลา,175,8,,กาญจนวณิช,เขารูปช้าง,เมืองสงขลา,สงขลา,074-437-1102,7.1701951,100.600955,รับอุดหนุน,เปิดกิจการ
514,1390100081,วิทยาลัยเทคโนโลยีส่องแสงพณิชยการ,591,,,กาญจนวนิช,พะตง,หาดใหญ่,สงขลา,074-291-277,,,รับอุดหนุน,เปิดกิจการ
515,1390100107,วิทยาลัยเทคโนโลยีหาดใหญ่อำนวยวิทย์,9-ก.พ.,,26,เพชรเกษม,หาดใหญ่,หาดใหญ่,สงขลา,742532312,7.002189207,100.4536787,รับอุดหนุน,เปิดกิจการ
516,1390100108,วิทยาลัยเทคโนโลยีช่างกลภาคใต้,346/45,7,,พลพิชัย,หาดใหญ่,หาดใหญ่,สงขลา,074-253-457 ,6.9943713,100.4620517,รับอุดหนุน,เปิดกิจการ
517,1390100109,วิทยาลัยเทคโนโลยีพณิชยการหาดใหญ่,4,,5,เพชรเกษม,หาดใหญ่,หาดใหญ่,สงขลา,074-364-948-9,7.0181603,100.4913868,รับอุดหนุน,เปิดกิจการ
518,1390100110,วิทยาลัยเทคโนโลยีอุดมศึกษาพณิชยการ,406,,,ธรรมนูญวิถี,หาดใหญ่,หาดใหญ่,สงขลา,074-246-227,7.0049584,100.4855271,รับอุดหนุน,เปิดกิจการ
519,1390100111,วิทยาลัยเทคโนโลยีหาดใหญ่,58/4,11,,ลพบุรีราเมศวร์,ท่าช้าง,บางกล่ำ,สงขลา,074-554-333,7.02717,100.446667,ไม่รับอุดหนุน,เปิดกิจการ
520,1390100113,วิทยาลัยเทคโนโลยีนครหาดใหญ่,242,,,แสงศรี,หาดใหญ่,หาดใหญ่,สงขลา,074-245-110,7.010711,100.476852,รับอุดหนุน,เปิดกิจการ
521,1390100116,วิทยาลัยเทคโนโลยีหาดใหญ่บริหารธุรกิจสากล,787,,,ราษฎร์อุทิศ,หาดใหญ่,หาดใหญ่,สงขลา,74252111,,,รับอุดหนุน,เลิกกิจการ
522,1390100146,วิทยาลัยเทคโนโลยีสันติวิทย์สงขลา,13-มิ.ย.,6,,,บ้านนา,จะนะ,สงขลา,074-801727,6.8974469,100.7440282,รับอุดหนุน,เปิดกิจการ
523,1390100151,วิทยาลัยอาชีวศึกษาออมสินสมโภช ๙๙ ปี วิทยานุสรณ์,164,,,เทศบาล 73,พะตง,หาดใหญ่,สงขลา,074-291-772,,,รับอุดหนุน,เลิกกิจการ
524,1390100323,วิทยาลัยอาชีวศึกษาฮอไรซอนบริหารธุรกิจ,ึ75,7,,,จะโหนง,จะนะ,สงขลา,613647538,7.0015138,100.6658258,รับอุดหนุน,เปิดกิจการ
525,1390100325,วิทยาลัยเทคโนโลยีพณิชยการมูฮำมาดีย์,26-ก.ค.,5,,,จะแหน,สะบ้าย้อย,สงขลา,082-2650321,6.5056831,100.9970161,รับอุดหนุน,เปิดกิจการ
526,1390100326,วิทยาลัยเทคโนโลยีนูซันตารา,72/1,2,,,บ้านนา,จะนะ,สงขลา,074-207179,,,รับอุดหนุน,เลิกกิจการ
527,1391100011,โรงเรียนสันติพณิชยการ,15,13,,ยนตรการกำธร,ฉลุง,เมืองสตูล,สตูล,74799315,6.7401954,100.2651679,รับอุดหนุน,เปิดกิจการ
528,1391100039,วิทยาลัยเทคโนโลยีอันดามันอนาโตเลียน,334,2,,,ควนสตอ,ควนโดน,สตูล,873987761,6.744412,100.0883309,รับอุดหนุน,เปิดกิจการ
529,1392100015,วิทยาลัยเทคโนโลยีพณิชยการสยามตรัง,,4,,ตรัง-ปะเหลียน,บ้านควน,เมืองตรัง,ตรัง,075-501-213,,,ไม่รับอุดหนุน,เลิกกิจการ
530,1392100016,วิทยาลัยอาชีวศึกษาโปลีเทคนิคตรัง,45,6,,บางรัก-ควนขัน,โคกหล่อ,เมืองตรัง,ตรัง,75290416,7.5449901,99.6253121,รับอุดหนุน,เปิดกิจการ
531,1392100017,วิทยาลัยอาชีวศึกษาสหตรัง,7-ก.พ.,7,,ตรัง-พัทลุง,บ้านโพธิ์,เมืองตรัง,ตรัง,075-216-297,7.567451,99.642919,รับอุดหนุน,เปิดกิจการ
532,1393100012,วิทยาลัยเทคโนโลยีพัทลุงบริหารธุรกิจ,72,,,ไชยบุรี,คูหาสวรรค์,เมืองพัทลุง,พัทลุง,74673641,7.6209009,100.0676132,รับอุดหนุน,เปิดกิจการ
533,1394100005,วิทยาลัยเทคโนโลยีปัตตานี,41,,,มายอ,อาเนาะรู,เมืองปัตตานี,ปัตตานี,073-349-597,,,ไม่รับอุดหนุน,เลิกกิจการ
534,1394100024,วิทยาลัยเทคโนโลยีอาซิซสถานพณิชยการ ,119,7,,,นาประดู่,โคกโพธิ์,ปัตตานี,815992978,6.6914805,101.1383228,รับอุดหนุน,เปิดกิจการ
535,1394100050,วิทยาลัยอาชีวศึกษาสายบุรี,265,,,ท่าเสด็จ,ตะลุบัน,สายบุรี,ปัตตานี,73411093,6.6872384,101.6203604,รับอุดหนุน,เปิดกิจการ
536,1395100010,วิทยาลัยอาชีวศึกษาผดุงประชายะลา,1,,,เทศบาล3,สะเตง,เมืองยะลา,ยะลา,073-212-338,6.5574777,101.2914199,รับอุดหนุน,เปิดกิจการ
537,1395100011,วิทยาลัยเทคโนโลยีบริหารธุรกิจยะลา,133/25,10,,พณิชยการ,สะเตง,เมืองยะลา,ยะลา,73222257,6.54067,101.293826,รับอุดหนุน,เปิดกิจการ
538,1395100099,วิทยาลัยอาชีวศึกษาบริหารธุรกิจอิสลามยะลา,84/1,3,,,ตาเนาะปูเต๊ะ,บันนังสตา,ยะลา,864803614,,,ไม่รับอุดหนุน,ยื่นขอเลิกกิจการ/ไม่จัดการเรียนการสอน
